name,desp,example,synx,parameter,output,module
strncat(),The strncat() function in C++ appends a specified number of characters of a string to the end of another string.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    char dest[50] = ""Using strncat function,"";
    char src[50] = "" this part is added and this is ignored"";

    strncat(dest, src, 19);
    
    cout << dest ;

    return 0;

}","char* strncat( char* dest, const char* src, size_t count );","dest: Pointer to a null terminating string to append to.
src: Pointer to a null terminating string that is to be appended.
count: Maximum numbers of characters to copy.","Using strncat function, this part is added",Cstring
strcat(),The strcat() function in C++ appends a copy of a string to the end of another string.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    char dest[50] = ""Learning C++ is fun"";
    char src[50] = "" and easy"";

    strcat(dest, src);
    
    cout << dest ;

    return 0;

}","char* strcat( char* dest, const char* src );","dest: Pointer to a null terminating string to append to.
src: Pointer to a null terminating string that is to be appended.",Learning C++ is fun and easy,Cstring
strncpy(),C++ strncpy() function The strncpy() function in C++ copies a specified bytes of characters from source to destination.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    char src[] = ""It's Monday and it's raining"";
    char dest[40];

    /* count less than length of src */
    strncpy(dest,src,10);
    cout << dest << endl;

    /* count more than length of src */
    strncpy(dest,src,strlen(src)+10);
    cout << dest << endl;
    return 0;
}","char* strncpy( char* dest, const char* src, size_t count );","dest: Pointer to a character array where the contents are copied to.
src: Pointer to a character array where the contents are copied from.
count: Maximum number of characters to copy.","It's Monday
It's Monday and it's raining",Cstring
strcpy(),The strcpy() function in C++ copies a character string from source to destination.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    char src[] = ""Hello Programmers."";
    
    /* Large enough to store content of src */
    char dest[20];
    
    strcpy(dest,src);
    cout << dest;
    return 0;
}","char* strcpy( char* dest, const char* src );","dest: Pointer to a character array where the contents are copied to.
src: Pointer to a character array where the contents are copied from.",Hello Programmers.,Cstring
memmove(),The memmove() function in C++ copies a specified bytes of data from source to the destination.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    int arr[10] = {8,3,11,61,-22,7,-6,2,13,47};
    int *new_arr = &arr[5];

    memmove(new_arr,arr,sizeof(int)*5);

    cout << ""After copying"" << endl;
    for (int i=0; i<10; i++)
        cout << arr[i] << endl;
    return 0;

}","void* memmove( void* dest, const void* src,size_t count );","dest: Pointer to the memory location where the contents are copied to
src: Pointer to the memory location where the contents are copied from.
count: Number of bytes to copy from src to dest.",After copying 8 3 11 61 -22 8 3 11 61 -22,Cstring
memcpy(),The memcpy() function in C++ copies a specified bytes of data from source to the destination.,"#include <cstring>
#include <iostream>

using namespace std;

int main()
{
    int arr[10] = {8,3,11,61,-22,7,-6,2,13,47};
    int new_arr[5];

    memcpy(new_arr,arr,sizeof(int)*5);
    cout << ""After copying"" << endl;
    for (int i=0; i<5; i++)
        cout << new_arr[i] << endl;
    return 0;
}","void* memcpy( void* dest, const void* src,size_t count );","dest: Pointer to the memory location where the contents are copied to
src: Pointer to the memory location where the contents are copied from.
count: Number of bytes to copy from src to dest.","After copying
8
3
11
61
-22",Cstring
toupper(),The toupper() function in C++ converts a given character to uppercase.,"#include <cctype>
#include <iostream>
#include <cstring>
#include <cstdio>

using namespace std;

int main()
{
    char str[] = ""John is from USA."";

    cout << ""The uppercase version of \"""" << str << ""\"" is "" << endl;

    for (int i=0; i<strlen(str); i++)
        putchar(toupper(str[i]));
    
    return 0;
}",int toupper(int ch);,ch: The character to convert,"The uppercase version of ""John is from USA."" is 
JOHN IS FROM USA.",Cctype
tolower(),The tolower() function in C++ converts a given character to lowercase.,"#include <cctype>
#include <iostream>
#include <cstring>
#include <cstdio>

using namespace std;

int main()
{
    char str[] = ""John is from USA."";

    cout << ""The lowercase version of \"""" << str << ""\"" is "" << endl;

    for (int i=0; i<strlen(str); i++)
        putchar(tolower(str[i]));
    
    return 0;
}",int tolower(int ch);,ch: The character to convert,"The lowercase version of ""John is from USA."" is 
john is from usa.",Cctype
isxdigit(),The isxdigit() function in C++ checks if the given character is a hexadecimal character or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    bool flag = 0;
    char str[] = ""50Af"";

    for (int i=0; i<strlen(str); i++)
    {
        if (!isxdigit(str[i]))
        {
            flag = 1;
            break;
        }
    }

    if (flag)
        cout << str << "" is not a valid hexadecimal number"";
    else
        cout << str << "" is a valid hexadecimal number"";
    
    return 0;
}",int isxdigit(int ch);,ch: The character to check.,50Af is a valid hexadecimal number,Cctype
isupper(),The isupper() function in C++ checks if the given character is a uppercase character or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    char str[] = ""This Program Converts ALL UPPERCASE Characters to LOWERCASE"";

    for (int i=0; i<strlen(str); i++)
    {
        if (isupper(str[i]))
            /*  Converting uppercase characters to lowercase  */
            str[i] = str[i] + 32;
    }

    cout << str;
    return 0;
}",int isupper(int ch);,ch: The character to check.,this program converts all uppercase characters to lowercase,Cctype
isspace(),The isspace() function in C++ checks if the given character is a whitespace character or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    char str[] = ""<html>\n<head>\n\t<title>C++</title>\n</head>\n</html>"";

    cout << ""Before removing whitespace characters"" << endl;
    cout << str << endl << endl;

    cout << ""After removing whitespace characters"" << endl;
    for (int i=0; i<strlen(str); i++)
    {
        if (!isspace(str[i]))
            cout << str[i];
    }
    
    return 0;
}",int isspace(int ch);,ch: The character to check.,"Before removing whitespace characters
<html>
<head>
	<title>C++</title>
<head>
<html>

After removing whitespace characters
<html><head><title>C++</title></head></html>",Cctype
ispunct(),The ispunct() function in C++ checks if the given character is a punctuation character or not.,"#include <cctype>
#include <iostream>

using namespace std;

int main()
{
    char ch1 = '+';
    char ch2 = 'r';

    ispunct(ch1) ? cout << ch1 << "" is a punctuation character"" : cout << ch1 << "" is not a punctuation character"";
    cout << endl;
    ispunct(ch2) ? cout << ch2 << "" is a punctuation character"" : cout << ch2 << "" is not a punctuation character"";

    return 0;
}",int ispunct(int ch);,ch: The character to check.,"+ is a punctuation character
r is not a punctuation character",Cctype
isprint(),The isprint() function in C++ checks if the given character is printable or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    char str[] = ""Hello\tall\nhow are you"";

    for (int i=0; i<strlen(str); i++)
    {
        /* replace all non printable character by space */
        if (!isprint(str[i]))
            str[i] = ' ';
    }

    cout << str;
    return 0;
}",int isprint(int ch);,ch: The character to check.,Hello all how are you,Cctype
islower(),The islower() function in C++ checks if the given character is a lowercase character or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    char str[] = ""This Program Converts ALL LowerCase Characters to UpperCase"";

    for (int i=0; i < strlen(str); i++)
    {
        if (islower(str[i]))
            /*  Converting lowercase characters to uppercase  */
            str[i] = str[i] - 32;
    }

    cout << str;
    return 0;
}",int islower(int ch);,ch: The character to check.,THIS PROGRAM CONVERTS ALL LOWERCASE CHARACTERS TO UPPERCASE,Cctype
isgraph(),The isgraph() function in C++ checks if the given character is graphic or not.,"#include <cctype>
#include <iostream>

using namespace std;

int main()
{
    char ch1 = '$';
    char ch2 = '\t';

    isgraph(ch1)? cout << ch1 << "" has graphical representation"" : cout << ch1 << "" does not have graphical representation"";
    cout << endl;
    isgraph(ch2)? cout << ch2 << "" has graphical representation"" : cout << ch2 << "" does not have graphical representation"";

    return 0;
}",int isgraph(int ch);,ch: The character to check.,"$ has graphical representation
    does not have graphical representation",Cctype
isdigit(),The isdigit() function in C++ checks if the given character is a digit or not.,"#include <cctype>
#include <iostream>
#include <cstring>

using namespace std;

int main()
{
    char str[] = ""hj;pq910js4"";

    cout << ""The digit in the string are:"" << endl;
    for (int i=0; i<strlen(str); i++)
    {
        if (isdigit(str[i]))
            cout << str[i] << "" "";
    }

    return 0;
}",int isdigit(int ch);,ch: The character to check.,"The digit in the string are:
9 1 0 4",Cctype
iscntrl(),The iscntrl() function in C++ checks if the given character is a control character or not.,"#include <cctype>
#include <iostream>

using namespace std;

int main()
{
    char ch1 = '\t';
    char ch2 = 'x';

    iscntrl(ch1)?cout << ch1 << "" is a control character"":cout << ch1 << "" is not a control character"";
    cout << endl;
    iscntrl(ch2)?cout << ch2 << "" is a control character"":cout << ch2 << "" is not a control character"";
        
    return 0;
}",int iscntrl(int ch);,ch: The character to check.,"is a control character
x is not a control character",Cctype
